test-0-500
valid-500-500
test	LOC	What city 's newspaper is called `` The Enquirer '' ?
test	HUM	Who invented the slinky ?
test	ENTY	What are the animals that don 't have backbones called ?
test	NUM	What is the melting point of copper ?
test	LOC	Where is the volcano Olympus Mons located ?
test	HUM	Who was the 23rd president of the United States ?
test	NUM	What is the average body temperature ?
test	DESC	What does a defibrillator do ?
test	DESC	What is the effect of acid rain ?
test	NUM	What year did the United States abolish the draft ?
test	NUM	How fast is the speed of light ?
test	LOC	What province is Montreal in ?
test	LOC	What New York City structure is also known as the Twin Towers ?
test	DESC	What is fungus ?
test	ENTY	What is the most frequently spoken language in the Netherlands ?
test	DESC	What is sodium chloride ?
test	ENTY	What are the spots on dominoes called ?
test	NUM	How many pounds in a ton ?
test	DESC	What is influenza ?
test	DESC	What is ozone depletion ?
test	NUM	What year was the Mona Lisa painted ?
test	DESC	What does `` Sitting Shiva '' mean ?
test	ENTY	What is the electrical output in Madrid , Spain ?
test	LOC	Which mountain range in North America stretches from Maine to Georgia ?
test	ENTY	What is plastic made of ?
test	NUM	What is the population of Nigeria ?
test	DESC	What does your spleen do ?
test	LOC	Where is the Grand Canyon ?
test	HUM	Who invented the telephone ?
test	NUM	What year did the U.S. buy Alaska ?
test	HUM	What is the name of the leader of Ireland ?
test	DESC	What is phenylalanine ?
test	NUM	How many gallons of water are there in a cubic foot ?
test	ENTY	What are the two houses of the Legislative branch ?
test	DESC	What is sonar ?
test	LOC	In Poland , where do most people live ?
test	DESC	What is phosphorus ?
test	LOC	What is the location of the Sea of Tranquility ?
test	NUM	How fast is sound ?
test	LOC	What French province is cognac produced in ?
test	DESC	What is Valentine 's Day ?
test	DESC	What causes gray hair ?
test	DESC	What is hypertension ?
test	DESC	What is bandwidth ?
test	LOC	What is the longest suspension bridge in the U.S. ?
test	DESC	What is a parasite ?
test	DESC	What is home equity ?
test	DESC	What do meteorologists do ?
test	ENTY	What is the criterion for being legally blind ?
test	HUM	Who is the tallest man in the world ?
test	LOC	What are the twin cities ?
test	ENTY	What did Edward Binney and Howard Smith invent in 1903 ?
test	ENTY	What is the statue of liberty made of ?
test	DESC	What is pilates ?
test	LOC	What planet is known as the `` red '' planet ?
test	NUM	What is the depth of the Nile river ?
test	ENTY	What is the colorful Korean traditional dress called ?
test	DESC	What is Mardi Gras ?
test	NUM	Mexican pesos are worth what in U.S. dollars ?
test	HUM	Who was the first African American to play for the Brooklyn Dodgers ?
test	HUM	Who was the first Prime Minister of Canada ?
test	NUM	How many Admirals are there in the U.S. Navy ?
test	ENTY	What instrument did Glenn Miller play ?
test	NUM	How old was Joan of Arc when she died ?
test	DESC	What does the word fortnight mean ?
test	DESC	What is dianetics ?
test	LOC	What is the capital of Ethiopia ?
test	NUM	For how long is an elephant pregnant ?
test	DESC	How did Janice Joplin die ?
test	ENTY	What is the primary language in Iceland ?
test	DESC	What is the difference between AM radio stations and FM radio stations ?
test	DESC	What is osteoporosis ?
test	HUM	Who was the first woman governor in the U.S. ?
test	DESC	What is peyote ?
test	DESC	What is the esophagus used for ?
test	DESC	What is viscosity ?
test	NUM	What year did Oklahoma become a state ?
test	ABBR	What is the abbreviation for Texas ?
test	ENTY	What is a mirror made out of ?
test	LOC	Where on the body is a mortarboard worn ?
test	HUM	What was J.F.K. 's wife 's name ?
test	ABBR	What does I.V. stand for ?
test	DESC	What is the chunnel ?
test	LOC	Where is Hitler buried ?
test	DESC	What are antacids ?
test	DESC	What is pulmonary fibrosis ?
test	DESC	What are Quaaludes ?
test	DESC	What is naproxen ?
test	DESC	What is strep throat ?
test	LOC	What is the largest city in the U.S. ?
test	ENTY	What is foot and mouth disease ?
test	NUM	What is the life expectancy of a dollar bill ?
test	ENTY	What do you call a professional map drawer ?
test	DESC	What are Aborigines ?
test	DESC	What is hybridization ?
test	ENTY	What color is indigo ?
test	NUM	How old do you have to be in order to rent a car in Italy ?
test	ENTY	What does a barometer measure ?
test	ENTY	What color is a giraffe 's tongue ?
test	ABBR	What does USPS stand for ?
test	NUM	What year did the NFL go on strike ?
test	DESC	What is solar wind ?
test	NUM	What date did Neil Armstrong land on the moon ?
test	NUM	When was Hiroshima bombed ?
test	LOC	Where is the Savannah River ?
test	HUM	Who was the first woman killed in the Vietnam War ?
test	LOC	What planet has the strongest magnetic field of all the planets ?
test	HUM	Who is the governor of Alaska ?
test	NUM	What year did Mussolini seize power in Italy ?
test	LOC	What is the capital of Persia ?
test	LOC	Where is the Eiffel Tower ?
test	NUM	How many hearts does an octopus have ?
test	DESC	What is pneumonia ?
test	LOC	What is the deepest lake in the US ?
test	DESC	What is a fuel cell ?
test	HUM	Who was the first U.S. president to appear on TV ?
test	LOC	Where is the Little League Museum ?
test	ENTY	What are the two types of twins ?
test	LOC	What is the brightest star ?
test	DESC	What is diabetes ?
test	NUM	When was President Kennedy shot ?
test	ABBR	What is TMJ ?
test	ENTY	What color is yak milk ?
test	NUM	What date was Dwight D. Eisenhower born ?
test	ABBR	What does the technical term ISDN mean ?
test	DESC	Why is the sun yellow ?
test	NUM	What is the conversion rate between dollars and pounds ?
test	NUM	When was Abraham Lincoln born ?
test	DESC	What is the Milky Way ?
test	DESC	What is mold ?
test	NUM	What year was Mozart born ?
test	ENTY	What is a group of frogs called ?
test	ENTY	What is the name of William Penn 's ship ?
test	NUM	What is the melting point of gold ?
test	LOC	What is the street address of the White House ?
test	DESC	What is semolina ?
test	ENTY	What fruit is Melba sauce made from ?
test	DESC	What is Ursa Major ?
test	NUM	What is the percentage of water content in the human body ?
test	NUM	How much does water weigh ?
test	ENTY	What was President Lyndon Johnson 's reform program called ?
test	NUM	What is the murder rate in Windsor , Ontario ?
test	HUM	Who is the only president to serve 2 non-consecutive terms ?
test	NUM	What is the population of Australia ?
test	HUM	Who painted the ceiling of the Sistine Chapel ?
test	ENTY	Name a stimulant .
test	DESC	What is the effect of volcanoes on the climate ?
test	NUM	What year did the Andy Griffith show begin ?
test	DESC	What is acid rain ?
test	NUM	What is the date of Mexico 's independence ?
test	LOC	What is the location of Lake Champlain ?
test	ENTY	What is the Illinois state flower ?
test	ENTY	What is Maryland 's state bird ?
test	DESC	What is quicksilver ?
test	HUM	Who wrote `` The Divine Comedy '' ?
test	NUM	What is the speed of light ?
test	NUM	What is the width of a football field ?
test	DESC	Why in tennis are zero points called love ?
test	ENTY	What kind of dog was Toto in the Wizard of Oz ?
test	DESC	What is a thyroid ?
test	DESC	What does ciao mean ?
test	ENTY	What is the only artery that carries blue blood from the heart to the lungs ?
test	NUM	How often does Old Faithful erupt at Yellowstone National Park ?
test	DESC	What is acetic acid ?
test	NUM	What is the elevation of St. Louis , MO ?
test	ENTY	What color does litmus paper turn when it comes into contact with a strong acid ?
test	ENTY	What are the colors of the German flag ?
test	DESC	What is the Moulin Rouge ?
test	LOC	What soviet seaport is on the Black Sea ?
test	NUM	What is the atomic weight of silver ?
test	ENTY	What currency do they use in Brazil ?
test	DESC	What are pathogens ?
test	DESC	What is mad cow disease ?
test	ENTY	Name a food high in zinc .
test	NUM	When did North Carolina enter the union ?
test	LOC	Where do apple snails live ?
test	DESC	What are ethics ?
test	ABBR	What does CPR stand for ?
test	DESC	What is an annuity ?
test	HUM	Who killed John F. Kennedy ?
test	HUM	Who was the first vice president of the U.S. ?
test	ENTY	What birthstone is turquoise ?
test	HUM	Who was the first US President to ride in an automobile to his inauguration ?
test	NUM	How old was the youngest president of the United States ?
test	NUM	When was Ulysses S. Grant born ?
test	DESC	What is Muscular Dystrophy ?
test	HUM	Who lived in the Neuschwanstein castle ?
test	DESC	What is propylene glycol ?
test	DESC	What is a panic disorder ?
test	HUM	Who invented the instant Polaroid camera ?
test	DESC	What is a carcinogen ?
test	ENTY	What is a baby lion called ?
test	NUM	What is the world 's population ?
test	DESC	What is nepotism ?
test	DESC	What is die-casting ?
test	DESC	What is myopia ?
test	NUM	What is the sales tax rate in New York ?
test	NUM	Developing nations comprise what percentage of the world 's population ?
test	LOC	What is the fourth highest mountain in the world ?
test	HUM	What is Shakespeare 's nickname ?
test	ENTY	What is the heaviest naturally occurring element ?
test	NUM	When is Father 's Day ?
test	ABBR	What does the acronym NASA stand for ?
test	NUM	How long is the Columbia River in miles ?
test	LOC	What city 's newspaper is called `` The Star '' ?
test	DESC	What is carbon dioxide ?
test	LOC	Where is the Mason/Dixon line ?
test	NUM	When was the Boston tea party ?
test	DESC	What is metabolism ?
test	HUM	Which U.S.A. president appeared on `` Laugh-In '' ?
test	ENTY	What are cigarettes made of ?
test	LOC	What is the capital of Zimbabwe ?
test	ABBR	What does NASA stand for ?
test	ENTY	What is the state flower of Michigan ?
test	DESC	What are semiconductors ?
test	DESC	What is nuclear power ?
test	DESC	What is a tsunami ?
test	HUM	Who is the congressman from state of Texas on the armed forces committee ?
test	HUM	Who was president in 1913 ?
test	NUM	When was the first kidney transplant ?
test	LOC	What are Canada 's two territories ?
test	ENTY	What was the name of the plane Lindbergh flew solo across the Atlantic ?
test	DESC	What is genocide ?
test	LOC	What continent is Argentina on ?
test	ENTY	What monastery was raided by Vikings in the late eighth century ?
test	DESC	What is an earthquake ?
test	LOC	Where is the tallest roller coaster located ?
test	DESC	What are enzymes ?
test	HUM	Who discovered oxygen ?
test	DESC	What is bangers and mash ?
test	ENTY	What is the name given to the Tiger at Louisiana State University ?
test	LOC	Where are the British crown jewels kept ?
test	HUM	Who was the first person to reach the North Pole ?
test	DESC	What is an ulcer ?
test	DESC	What is vertigo ?
test	DESC	What is the spirometer test ?
test	NUM	When is the official first day of summer ?
test	ABBR	What does the abbreviation SOS mean ?
test	ENTY	What is the smallest bird in Britain ?
test	HUM	Who invented Trivial Pursuit ?
test	ENTY	What gasses are in the troposphere ?
test	LOC	Which country has the most water pollution ?
test	ENTY	What is the scientific name for elephant ?
test	HUM	Who is the actress known for her role in the movie `` Gypsy '' ?
test	ENTY	What breed of hunting dog did the Beverly Hillbillies own ?
test	LOC	What is the rainiest place on Earth ?
test	HUM	Who was the first African American to win the Nobel Prize in literature ?
test	NUM	When is St. Patrick 's Day ?
test	ENTY	What was FDR 's dog 's name ?
test	ENTY	What colors need to be mixed to get the color pink ?
test	ENTY	What is the most popular sport in Japan ?
test	ENTY	What is the active ingredient in baking soda ?
test	NUM	When was Thomas Jefferson born ?
test	NUM	How cold should a refrigerator be ?
test	NUM	When was the telephone invented ?
test	ENTY	What is the most common eye color ?
test	LOC	Where was the first golf course in the United States ?
test	DESC	What is schizophrenia ?
test	DESC	What is angiotensin ?
test	HUM	What did Jesse Jackson organize ?
test	ENTY	What is New York 's state bird ?
test	LOC	What is the National Park in Utah ?
test	NUM	What is Susan B. Anthony 's birthday ?
test	LOC	In which state would you find the Catskill Mountains ?
test	ENTY	What do you call a word that is spelled the same backwards and forwards ?
test	DESC	What are pediatricians ?
test	HUM	What chain store is headquartered in Bentonville , Arkansas ?
test	DESC	What are solar cells ?
test	DESC	What is compounded interest ?
test	DESC	What are capers ?
test	DESC	What is an antigen ?
test	ENTY	What currency does Luxembourg use ?
test	NUM	What is the population of Venezuela ?
test	ENTY	What type of polymer is used for bulletproof vests ?
test	ENTY	What currency does Argentina use ?
test	DESC	What is a thermometer ?
test	LOC	What Canadian city has the largest population ?
test	ENTY	What color are crickets ?
test	LOC	Which country gave New York the Statue of Liberty ?
test	ENTY	What was the name of the first U.S. satellite sent into space ?
test	ENTY	What precious stone is a form of pure carbon ?
test	ENTY	What kind of gas is in a fluorescent bulb ?
test	DESC	What is rheumatoid arthritis ?
test	LOC	What river runs through Rowe , Italy ?
test	DESC	What is cerebral palsy ?
test	LOC	What city is also known as `` The Gateway to the West '' ?
test	NUM	How far away is the moon ?
test	ENTY	What is the source of natural gas ?
test	ENTY	In what spacecraft did U.S. astronaut Alan Shepard make his historic 1961 flight ?
test	DESC	What is pectin ?
test	DESC	What is bio-diversity ?
test	ENTY	What 's the easiest way to remove wallpaper ?
test	NUM	What year did the Titanic start on its journey ?
test	NUM	How much of an apple is water ?
test	HUM	Who was the 22nd President of the US ?
test	ENTY	What is the money they use in Zambia ?
test	NUM	How many feet in a mile ?
test	ENTY	What is the birthstone of October ?
test	DESC	What is e-coli ?
train	DESC	How did serfdom develop in and then leave Russia ?
train	ENTY	What films featured the character Popeye Doyle ?
train	DESC	How can I find a list of celebrities ' real names ?
train	ENTY	What fowl grabs the spotlight after the Chinese Year of the Monkey ?
train	ABBR	What is the full form of .com ?
train	HUM	What contemptible scoundrel stole the cork from my lunch ?
train	HUM	What team did baseball 's St. Louis Browns become ?
train	HUM	What is the oldest profession ?
train	DESC	What are liver enzymes ?
train	HUM	Name the scar-faced bounty hunter of The Old West .
train	NUM	When was Ozzy Osbourne born ?
train	DESC	Why do heavier objects travel downhill faster ?
train	HUM	Who was The Pride of the Yankees ?
train	HUM	Who killed Gandhi ?
train	ENTY	What is considered the costliest disaster the insurance industry has ever faced ?
train	LOC	What sprawling U.S. state boasts the most airports ?
train	DESC	What did the only repealed amendment to the U.S. Constitution deal with ?
train	NUM	How many Jews were executed in concentration camps during WWII ?
train	DESC	What is `` Nine Inch Nails '' ?
train	DESC	What is an annotated bibliography ?
train	NUM	What is the date of Boxing Day ?
train	ENTY	What articles of clothing are tokens in Monopoly ?
train	HUM	Name 11 famous martyrs .
train	DESC	What 's the Olympic motto ?
train	DESC	What is the origin of the name ` Scarlett ' ?
train	ENTY	What 's the second-most-used vowel in English ?
train	HUM	Who was the inventor of silly putty ?
train	LOC	What is the highest waterfall in the United States ?
train	ENTY	Name a golf course in Myrtle Beach .
train	LOC	Which two states enclose Chesapeake Bay ?
train	ABBR	What does the abbreviation AIDS stand for ?
train	ENTY	What does a spermologer collect ?
train	NUM	How many points make up a perfect fivepin bowling score ?
train	HUM	Which company that manufactures video-game hardware sells the `` super system '' ?
train	NUM	How many Community Chest cards are there in Monopoly ?
train	DESC	What do Mormons believe ?
train	NUM	When did the neanderthal man live ?
train	ENTY	In what religion was Isis the nature goddess ?
train	LOC	Where do the adventures of `` The Swiss Family Robinson '' take place ?
train	ENTY	What relative of the racoon is sometimes known as the cat-bear ?
train	DESC	How can I register my website in Yahoo for free ?
train	ENTY	What was cash-conscious Colonel Edwin L. Drake the first to drill ?
train	NUM	How many people in the world speak French ?
train	NUM	How many inches over six feet is the Venus de Milo ?
train	DESC	How do they find or choose witnesses to an execution ?
train	HUM	What 1920s cowboy star rode Tony the Wonder Horse ?
train	ENTY	What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?
train	HUM	What ISPs exist in the Caribbean ?
train	DESC	How do you ask a total stranger out on a date ?
train	ENTY	What weapon is the mythological character Apollo most proficient with ?
train	LOC	What country do the Galapagos Islands belong to ?
train	DESC	What is ethology ?
train	HUM	Who was the prophet of the Muslim people ?
train	DESC	Where did the term `` 86ed '' come from ?
train	HUM	Who is Snoopy 's arch-enemy ?
train	DESC	What is the nature of learning ?
train	ENTY	What 's the only color Johnny Cash wears on stage ?
train	ENTY	What 's the term for a young fox ?
train	LOC	What U.S. state lived under six flags ?
train	DESC	What is the Kashmir issue ?
train	LOC	Where is the Loop ?
train	DESC	What does `` extended definition '' mean and how would one write a paper on it ?
train	LOC	What country 's capital is Tirana ?
train	DESC	What is titanium ?
train	HUM	Who do Herb and Tootsie live next door to ?
train	LOC	Which city has the oldest relationship as a sisterðcity with Los Angeles ?
train	DESC	What is a caldera ?
train	DESC	Why do people get calluses ?
train	LOC	What are the names of the tourist attractions in Reims ?
train	DESC	What are Cushman and Wakefield known for ?
train	LOC	What body of water does the Danube River flow into ?
train	HUM	Who is the founder of Scientology ?
train	ENTY	What does the six-footed Musca domestica become when it enters a house ?
train	DESC	What is the history of skateboarding ?
train	HUM	Who starred in Singing in the Rain and The Singing Nun ?
train	DESC	How do I make fuel bricks from recycled newspaper ?
train	HUM	What 19th-century painter died in the Marquesas Islands ?
train	ENTY	The corpus callosum is in what part of the body ?
train	DESC	How do I log on to home page at Headquarters U.S. European Command ?
train	LOC	What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .
train	ENTY	What is Nebraska 's most valuable resource ?
train	NUM	How many species of the Great White shark are there ?
train	DESC	What is the origin of head lice ?
train	LOC	What is the nickname for the state of Mississippi ?
train	ENTY	What was the first domesticated bird ?
train	NUM	How many villi are found in the small intestine ?
train	LOC	What country did King Wenceslas rule ?
train	ENTY	What is a fear of shadows ?
train	HUM	Who were the five Marx brothers ?
train	NUM	In which year was New Zealand excluded from the ANZUS alliance ?
train	NUM	When did CNN begin broadcasting ?
train	DESC	What causes the body to shiver in cold temperatures ?
train	DESC	What are bear and bull markets ?
train	ENTY	What J.R.R. Tolkien book features Bilbo Baggins as the central character ?
train	DESC	What is `` dew point '' ?
train	DESC	What is the meaning of Jesus ?
train	HUM	What company 's logo is a `` W '' in a circle ?
train	DESC	What is the definition of a cascade ?
train	NUM	When did Rococo painting and architecture flourish ?
train	LOC	What country 's national passenger rail system is called Via ?
train	HUM	Who invented Make-up ?
train	DESC	What is the origin of the word `` attic '' ?
train	DESC	What did Delilah do to Samson 's hair ?
train	ENTY	What kind of animals were in the Paleozoic era ?
train	HUM	Which of the following was Rhodes Scholar ?
train	HUM	Who comprised the now-defunct comic book team known as the Champions ?
train	DESC	How do you make a paintball ?
train	LOC	What U.S. state is Fort Knox in ?
train	ENTY	What is a female rabbit called ?
train	LOC	Where is the highest point in Japan ?
train	DESC	Where do chihuahuas come from ?
train	LOC	Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?
train	LOC	What are the world 's four oceans ?
train	ENTY	What 's the only work by Michelangelo that bears his signature ?
train	ENTY	What is the largest snake in the world ?
train	ENTY	In what medium is Stuart Hamblen considered to be the first singing cowboy ?
train	LOC	Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?
train	NUM	How much money does a back injury lawsuit get ?
train	ENTY	What 's the common name for acetylsalicylic acid ?
train	DESC	What does the Georgetown `` Hoya '' mean ?
train	LOC	Where can I find a list of `` classic '' books 5th and 6th graders should read ?
train	ENTY	Which two products use a tiger as their symbol ?
train	DESC	How is the election of a new Pope announced to the world ?
train	NUM	How long does it take for your blood to make one complete trip through the body ?
train	DESC	How do chickens have baby chicks ?
train	DESC	What is the historical relationship of Catholic Church and bingo ?
train	DESC	How was the element calcium named ?
train	HUM	What crooner joined The Andrews Sisters for Pistol Packin Mama ?
train	HUM	What piano company claims its product is the `` Instrument of the immortals '' ?
train	NUM	When did the Bounty mutiny take place ?
train	ENTY	What novel inspired the movie BladeRunner ?
train	DESC	What is a transistor ?
train	ENTY	What is a film starring Jude Law ?
train	ENTY	What Hollywood dog died in the arms of Jean Harlow in 1932 ?
train	ENTY	What are the most common elements in the Earth 's crust ?
train	NUM	How much would it cost to purchase a 2-foot-square party tent , with sides , ?
train	HUM	What actress has received the most Oscar nominations ?
train	DESC	What are equity securities ?
train	DESC	What is gymnophobia ?
train	NUM	How many years do fossils take to form ?
train	LOC	Where is the Orinoco ?
train	ENTY	What was the name of the `` Little Rascals '' dog ?
train	LOC	What city boasts Penn 's Landing , on the banks of the Delaware river ?
train	ENTY	What Broadway musical was inspired by Cervantes 's Don Quixote ?
train	DESC	What is the origin of the word , JJ .
train	NUM	How many hostages were killed in the Entebbe raid ?
train	DESC	How you can raise your IQ ?
train	ABBR	What does INRI stand for when used on Jesus ' cross ?
train	HUM	Who produces Spumante ?
train	HUM	Who earns their money the hard way ?
train	HUM	Who founded the People 's Temple Commune ?
train	HUM	What athlete makes the most money from sports merchandise sales ?
train	NUM	How many bends are there in a standard paper clip ?
train	HUM	Who discovered electricity ?
